,Unnamed: 0.1,Unnamed: 0,transcription,recognized,phonetic_ev,new_path,lang
1108,1108,1535,TikayeǣwaădNoymărădyaŋgawartikariyaanatӣtikităndhtikilǣtămbidăwa,kːikːujaːtːipːun̪ojmaɾtjaːgaɾd͡ʒip̪iɾijaːɳnanid͡ʒpit̪ant̪aɾimupat̪upid̪oː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1535.wav,yrk
1109,1109,1536,numhsirǣymawatikiasăwar,n̪umɬrujmaːwut͡ɕippɨraǃawa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1536.wav,yrk
1110,1110,1537,Punaawsyaqniqrindaunanandaŋǣbqnandaŋodh,houçan̪ilit̪ukɳat̪agajanat̪uːt̪e,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1537.wav,yrk
1111,1111,1538,tikiNoymărădyaŋgandnye,kːikːun̪oːjmarid̪jaŋgat̪uɲija,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1538.wav,yrk
1112,1112,1539,tikinoyyoormhtadyoqmădayaananda,jikːun̪oːjuːaɾmd̪ːat̪ujumːt̪ajjan,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1539.wav,yrk
1113,1113,1540,"ănohtirănăwahyolʹcyǎŋgăna,",vnat̪ran̪uwɔjɔiǃa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1540.wav,yrk
1114,1114,1541,syaqnǣqrindayolʹcyǎŋgăna.,jamiʈut̪ːajoːɾiku,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1541.wav,yrk
1115,1115,1542,"«Tikinoyănyanaaya,tikinoyănyanaăya!»",tumojeɳan̪ajjikitːanojaɲa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1542.wav,yrk
1116,1116,1543,Tikiasăwahsyertayǎŋgosyǎti.,naːʋujetːuːje̪,0.6579532814238042,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1543.wav,yrk
1117,1117,1545,ărămhnisʹmǣsqtikiasăwaadŋacyekimhotikinyer,ɕɛ̃mrɔmɲit͡ɕimwɔɕit͡ɕikɛ̃nadwadnat͡ɕikɨmɡwɔɛ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1545.wav,yrk
1118,1118,1547,TitikandnyeabtărkaŋǣqniwqNoymărădyaŋgăndnye,kanɲaaːtːrukujoːjmut̪aga,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1547.wav,yrk
1119,1119,1549,Tyesyaqniqŋǣbtohŋodh,ǃiːɕandujinat̪uːː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1549.wav,yrk
1120,1120,1550,pǣdăraanatăryemhilyewaăndatikiŋacyekǣcyarniqimhyadǣlq,wadrandruɲd͡ʑivɨmutad͡ʑikɨwat͡ɕɛvjɛt͡ɕaljinja,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1550.wav,yrk
1121,1121,1551,Ŋǣryoyqŋǣwiqanih,ʋeɻuɭjajʋuani,0.3608870967741935,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1551.wav,yrk
1122,1122,1552,"ŋǣryoyqŋǣwiqanih,",ʋiŋʋiŋgaɲː,0.540796963946869,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1552.wav,yrk
1123,1123,1553,"tăryemhincyelyeanihnyeŋǣ,",t̪riɳɳind͡ʑutujeɲitjewɛ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1553.wav,yrk
1124,1124,1554,"sidyaŋǣdădyodaŋǣdălyowanondih,",çidinednadɔmjedɨnummuŋkʲi,0.3387096774193548,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1554.wav,yrk
1125,1125,1555,nyabipidaŋaātasăwadaŋǣwanondanyabinyabityedahtyukunyundanisyaŋǣwanondaNoymărădyaŋg,jaɡɔɡɔdɔ̃apradnadananvud͡ʑɛɲɛvɲɛbit͡ɕɛlixpumind͡ʑiːt͡ɕɛnajwɔnatɔnɔjmaa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1555.wav,yrk
1126,1126,1559,asʹmiyalawaandaaңguqnisawq,jaɕiuːjijalanatanpuiɕɛw,0.3548387096774194,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1559.wav,yrk
1127,1127,1560,Tadawatikiasawaahtadtikannultadimamyataanyerqǣwanh.,ʋot̪utanut̪ajɖat̪ja,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1560.wav,yrk
1128,1128,1561,Tipilibtariqtianaqmadihti,ʈːujʋaːǃ,0.7806451612903226,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1561.wav,yrk
1129,1129,1562,Myakandihanadih.,naǃ,0.8165322580645161,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1562.wav,yrk
1130,1130,1563,Ңobhңǣsiqңaqtikinyenǣciyedpyeryenitohnyahtikitohyambanh,omuɕmit͡ɕpiɲɛnkelʋeɾimntumjatpitujaŋma,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1563.wav,yrk
1131,1131,1564,TikiyaadtadawatiNoymărădyaŋganhwǣynyahңacyekimhңabtadawa,kːujaːʋimajmaʈud̪ananʋojɲaːcʈːumaːt̪ːaʋaʋ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1564.wav,yrk
1132,1132,1565,pidaanitikiңaatasawandaartanyerdandaasawandaanhwǣynyahtiyq,at̪aːɲumkaːːutiːɾuʋaːn̪d̪aaʈːaɲallanhaːʋaːnt̪aanuʋejjum,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1565.wav,yrk
1133,1133,1566,Tadawamyadohnimnyatadңadimyandohtakimyakqtadtǣwwadohyaandohtiңǣqniwq.,n̪aɾuut̪oimaut̪akːiʈat̪ːat̪ːauʈjeɳʈuki,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1566.wav,yrk
1134,1134,1567,Nyabirңacyekimhpǣmbiwanyabirnyemhpǣmbiwayedǣyminyeboynyemhmǣwinyenǣcʹh.,ɲeʋiʋacikːumpipiʋuɲeʋiɾiɲampʋujed̪ajeʋojjumenak,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1567.wav,yrk
1135,1135,1570,"andanyanaayaaniq,",t̪uɳaɳaja,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1570.wav,yrk
1136,1136,1571,andatadiprawandatikianandmyunyanyaңǣdyamyaqңǣwi,t̪aʋaʋipɾaʋn̪d̪aʈikːadud̪umiɲet̪amiɖemmjaʋuɭ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1571.wav,yrk
1137,1137,1572,"Ti,tikimyattadmyarwandayesʹ,",kumat̪aʋut̪umejaɾoːnpujaju,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1572.wav,yrk
1138,1138,1574,ңuliqңamgǣǣrtniwiyaңguq.,pujagarn,0.6948924731182795,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1574.wav,yrk
1139,1139,1577,Titǣrimyattyu.,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1577.wav,yrk
1140,1140,1578,"Ilhmiwomaaniq,",maːɲi,0.7269585253456221,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1578.wav,yrk
1141,1141,1580,Tyedahtǣrityukutaryemhyeryemondasyerqsyanlaanakokocyaqyamh…,kenat̪eɾijʋotijiʋuɳɖikenpujanaki,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1580.wav,yrk
1142,1142,1581,Tyukondtimalda?,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1581.wav,yrk
1143,1143,1582,Malda.,ǃo,0.7096774193548386,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1582.wav,yrk
1144,1144,1583,Ilyeqmyawaalq.,ɻu,0.8663594470046083,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1583.wav,yrk
1145,1145,1586,Tyedahnyeңǣnyeңǣabta…,ilojǃǃnahaːtːaǃ,0.4162826420890937,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1586.wav,yrk
1146,1146,1587,NyeңǣanyoqMinikoMinikoayeda.,aɲaʋakaːɲimuɲipːujbaːjat,0.3945852534562211,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1587.wav,yrk
1147,1147,1588,MinikoңǣqniwqMinikoǣwnyanaanda.,ʋa,0.9396462018730488,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1588.wav,yrk
1148,1148,1589,Nyundnyukubctyeda[nyeracbortʃiwo].,ptad̪naxaj,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1589.wav,yrk
1149,1149,1590,Miidңodhmǣtʹtinaqniqimңaqtyedahanyaңǣǣnayabyeaңolasʹtidatikidnyenǣyyath.,majʈːukuiimmaːd͡ʒaʋujeanijaʋiaʋast,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1590.wav,yrk
1150,1150,1595,"Ti,syanmboywadakodatikisyomhmǣqmih.",,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1595.wav,yrk
1151,1151,1597,Tiңaaqti.,ǃa,0.7813620071684588,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1597.wav,yrk
1152,1152,1598,Pidatidatakiwacʹmǣqңaqmaqyesimatorpa.,pɔzud͡zulaɡwɔd͡ʑum,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1598.wav,yrk
1153,1153,1601,[nyeracbortʃiwo],ǃǃuǃǃu,0.6512096774193548,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1601.wav,yrk
1154,1154,1603,Nikadohmancʹtiңamgǣmoyopidyaananattiwakwakcyamhniwiqtatǣyq.,ikaɾumajʈːumkːumojtːit̪ijenanatiʋuʋakuːkːumjuʋut̪at̪ːaj,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1603.wav,yrk
1155,1155,1606,Manʹlaanakowmanqmaq“Lǣqmoqrakoq.,manilahnukːoːmaːnumalajmorokːu,0.3432459677419355,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1606.wav,yrk
1156,1156,1607,Lǣqmoqrakortadawanyabakondanyahsidyamboңǣilyeңaah.,emurokkort̪erhaɲaːpukːunt̪aɲajçiɾempumejjilyŋa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1607.wav,yrk
1157,1157,1608,Nyabiabyeyqtaңocyaңganaaniqsidyaabiilyeңaah.,anapiɾkabiːʈumutukːun̪aɳiçiʈikaʋijilyŋa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1608.wav,yrk
1158,1158,1609,abiiyuryalyahanyenacyatiih.,habiːjuɾjaːliahaːŋgiaːŋgut̪u,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1609.wav,yrk
1159,1159,1610,ҢawisyaqniqңǣbtaңodhLǣqmoqrakorabiiyutamyathaya,uŋiʂaninaːpuːlajeŋgurukːoɾhabijut̪ːameːt̪aŋguj,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1610.wav,yrk
1160,1160,1612,"Yewǣydihsyancyoңǣlyenyewi,",jeʋʋːajk̪ukaːkjumirinju,0.36848635235732,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1612.wav,yrk
1161,1161,1613,"Lǣqmoqrakoryewǣyhsyancyokoңam-yada,",majmorkorgeːuːnʂaːcukuːgiŋget̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1613.wav,yrk
1162,1162,1614,sidyaabirtowonodihaniqLǣqmoqrakormakodahsiwnyanyalkara,çid̪ihajʋiːrt̪oːʋun̪oːkijeɲilajmborokormokrufiunujakara,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1614.wav,yrk
1163,1163,1615,Sidyaabiiyudtadmanǣqңadihyewǣynihsyancyokoibyaңam-yada?,çidaːbijut̪ːaɾummanumadejeːuweɲigaːnjukuohipikamjot̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1615.wav,yrk
1164,1164,1616,"TaryemhsyanriunandhyadwiuhLǣqmoqrakorusuwǣyyalyahturcyati,",tːrimijatfjaːndrukun̪d̪ijaɾuʋujʋemurkorʋot̪uʋajjalit̪uːɾkipi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1616.wav,yrk
1165,1165,1617,abiiyutapoyoq...,aʋiːkut̪uboju,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1617.wav,yrk
1166,1166,1618,mianyeǣqmyaqadabiiyutayewǣyhsyancyokoңamcyatida.,muhajieheːmaɾkaʋijut̪ːajjeʋujnsaːʈjukuŋamkit̪iːt̪aj,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1618.wav,yrk
1167,1167,1620,TikiabiiyudmǣnyorakuqulqnidimhLǣqmoqrakomdih.,kikːuaʋijutemueɲoːrukuɲ̪iʈummajborokut,0.3229390681003584,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1620.wav,yrk
1168,1168,1622,WǣyLǣqmoqrakorinomdaңowmaqniwq:,uilajmborkoːrʋiːnumt̪okumaːɲu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1622.wav,yrk
1169,1169,1624,Tikaawaadsidyaabiiyudңǣdaraqnidimh.,t͡ʃikaːuarçiɖehaʋiːjuɾmejd̪ireɲit,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1624.wav,yrk
1170,1170,1626,“Syoncyandayutawadamhmǣtadmh.,çoɖant̪hajut̪ːaʋaːt̪amuɾt̪aɾ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1626.wav,yrk
1171,1171,1628,Tadtikaadtadawnyabakodanyencyuwqniwqmaqniwq:,tːeɾikatat̪awɲaːʋukut̪aɲeːjuːɲumaːɲu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1628.wav,yrk
1172,1172,1629,“ancyerqsiqmiwatorpinmaqniwq.q,ongerkimiʋaːt̪ːurpinumaːj,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1629.wav,yrk
1173,1173,1630,Nyabakodatuhsidyaǣwuwnanyorakuqlada.,jaʋukut̪atuːd͡ʒiɖiriʋunuɲorokulad̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1630.wav,yrk
1174,1174,1631,Lǣqmoqrakondyuundanyaadnyabakodanyaqmada,eʋurokonrjuːit̪aniadnjaʋukut̪ennammaːt̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1631.wav,yrk
1175,1175,1632,maqniwq:“Sitadaңgudmh.q,maːinuːçitahaːtugur,0.3106591865357644,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1632.wav,yrk
1176,1176,1634,“Ңuliqyabtkoyenhmisiqminyonadaqsidyaabinhsitnidmhmitq.q,ulijaːpukujenummujeçimiɲoːnaːt̪açidaːʋinuɕit̪igiːt̪umiːtːa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1634.wav,yrk
1177,1177,1635,Tilaanakonipirda.,eʋankuɲpiɾ,0.4392789373814041,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1635.wav,yrk
1178,1178,1636,[nyeracbortʃiwo],,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1636.wav,yrk
1179,1179,1637,Lǣqmoqrakowadakadtaq!,majmoruqoːuhɑt̪äːkɑrɑdæ,0.3597475455820476,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1637.wav,yrk
1180,1180,1638,"adakaabinisyaaqtawnyan,",had̪akaːʋiɲiçahantaːuɲan,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1638.wav,yrk
1181,1181,1639,adakaabiniyesyaqyakrodǣqǣmh.,nad̪akaːʋiɲiːgeːɕɛjaːkro,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1639.wav,yrk
1182,1182,1640,Lǣqmoqrakowңǣwakartaq!,ʋejmborukːoːmajʋo̞kart̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1640.wav,yrk
1183,1183,1641,Ңǣwakaawamiudqtawnaw,ajʋukːaːʋuamjeʋuːt̪at̪aːʋunaːu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1641.wav,yrk
1184,1184,1642,yesyayarakomi.,ʋiːʂajaːrakːun,0.4182027649769585,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1642.wav,yrk
1185,1185,1643,Lǣqmoqrakowpiyakorta!,najmorukoːpujokoːrn̪d̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1643.wav,yrk
1186,1186,1644,Piyakoowamiudqtawnawpiyakoowamisiwisǣrkanayesyayaңgabcyami,pujekːuʋʋamjekurut̪aːʋunaːusiʋʋujterkanajjeːɕejankapu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1644.wav,yrk
1187,1187,1645,Lǣqmoqrakowmurtikartaq!,ʋajmorukpːoːupimuːʈːikard̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1645.wav,yrk
1188,1188,1646,Murtikaawamiudqtawnawtahmyaqniңuq.,muɾt̪ːukaʋamikuːtut̪aːʋunaʋut̪aːmjeɲum,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1646.wav,yrk
1189,1189,1647,Lǣqmoqrakowtokcidtaq!,majmorukoːt̪oːkut͡ɕiːɾtːa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1647.wav,yrk
1190,1190,1648,Tokcyaabiudqtawnyansirahmyaqniңuq.,t̪oːkfaːpiɲokut̪ːaːujaɾntiramjeɲimu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1648.wav,yrk
1191,1191,1649,Lǣqmoqrakowyedyokadtaq!,lemborukoːujaɾijokatud̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1649.wav,yrk
1192,1192,1650,Yedyokaabiniudqtawnyan,iːʈukaːʋiɲuhut̪at̪aːuɲan,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1650.wav,yrk
1193,1193,1651,ǣǣǣmitincyami.,eut̪anginɳi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1651.wav,yrk
1194,1194,1654,Proalyeyaiproworonuumyenyabilo.,raʋaɭjit̪ampumuːmiɲapu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1654.wav,yrk
1195,1195,1655,Wottakiyepribautki,ǃakiuǃu,0.6200716845878136,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1655.wav,yrk
1196,1196,1657,[Nyeracbortʃiwo],,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1657.wav,yrk
1197,1197,1658,"Cnatʃit,ulyetaytyebistryeye,atopulilyetyatwamnawstryetʃu",kit̪uːkit̪ajkipist̪ːripupuːliiːgeatʋanɳui,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1658.wav,yrk
1198,1198,1661,kogdawyesnoyprilyetayutwtundru,ǃaǃa,0.8698924731182794,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1661.wav,yrk
1199,1199,1662,"Aa,ʒalyettʃtobiinyeubiwali",aliːysfujupiwɛ,0.5390818858560794,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1662.wav,yrk
1200,1200,1663,Da.Dawyedʹ,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1663.wav,yrk
1201,1201,1664,Apotomǣtoproalyeya,ap̪at̪umpetaragaɭː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1664.wav,yrk
1202,1202,1666,Kakʒyeǣtobiloto?,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1666.wav,yrk
1203,1203,1669,Nyunyoownyunyoowayeltaңǣǣyqsaryoranoowqnyunyoownyunyoow.,juːʋajjaʋad̪amaid̪aːɾujoran̪aːɳuːnuu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1669.wav,yrk
1204,1204,1671,KaawǣyKaawKaaw.,kaːʋeːikaːʋukaːʋua,0.2840501792114696,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1671.wav,yrk
1205,1205,1673,Nyodohpyaatatyoritadmhkaawǣy,n̪oːnt̪uːmpjaːt̪aːjuːruiʈːaːtumkaːːʋeː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1673.wav,yrk
1206,1206,1674,anotolǣǣnamarabtyodadmhkaawǣy.,anut̪oːlliaɾmaːmarapjoːt̪aːt̪akaraʋeeː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1674.wav,yrk
1207,1207,1676,	yeyeye,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1676.wav,yrk
1208,1208,1681,"AWarңǣ,warңǣ?",aʋʋurɳaɲ,0.5409429280397023,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1681.wav,yrk
1209,1209,1682,Warңǣmandaңowmandaңoow.,najamaːt̪ːumoːmaːn̪d̪umoː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1682.wav,yrk
1210,1210,1683,"Wǣwayaniңǣtyeraңǣ,",ʋejʋajjaːn̪eːmːkeːrame,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1683.wav,yrk
1211,1211,1687,"Wo,kakiyepoʒyelaniya!",kukiʋoɾuʋan,0.5184331797235023,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1687.wav,yrk
1212,1212,1689,Woronaoroʃaya.aa,aɾoʋaʈaɾuɭeː,0.3629032258064516,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1689.wav,yrk
1213,1213,1691,Lorcǣylorcǣynoypiqilpitowqtarqpiqilpitowq!,oːrʂajoːajn̪oːjpiuadied̪ːout̪arapjuʋapiːɾʈ̪ːoː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1691.wav,yrk
1214,1214,1692,LorcǣyLorcǣy!,ʋoːɾǃ̪ajʋoːɾd͡z̪aj,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1692.wav,yrk
1215,1215,1694,Myatryewǣǣyqmyatryewǣǣyq!,mjaːt̪riʋeːjmjaːt̪riʋeː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1694.wav,yrk
1216,1216,1695,ңariqtodoowqmyeryeqңayoow!,marid̪oːpuumjerigajjoː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1695.wav,yrk
1217,1217,1699,Putkodanihputkoonih!,kotkudaɲpuːtkuhn,0.3249999999999999,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1699.wav,yrk
1218,1218,1700,Putkoniniyeyibyandowhputkow?,punt̪kun̪in̪iːjajiʋun̪t̪oːpuːtku,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1700.wav,yrk
1219,1219,1701,Manʹputkomyeyh.,mɑɲopuːtkomːi,0.4182795698924731,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1701.wav,yrk
1220,1220,1702,Tyerkudaңamgǣyq?,keːrkut̪aŋgamkaj,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1702.wav,yrk
1221,1221,1703,ǣwakoriqsyancyokoriq!,hejʋukuːriçaːtukuːri,0.3978494623655914,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1703.wav,yrk
1222,1222,1704,Mǣkocyayedamyeyhwǣnohpalciqtyaambyeyq.,mukːukejjet̪ummiʋunupiɻkiːtjehanpi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1704.wav,yrk
1223,1223,1705,Putkondatyermiǣwakoriqsyancyokoriqwandakohmyuhurǣyda.,puːtkunt̪et͡ʃirːɛ̃wɨhajuːkuruʂjaːcukuriwaːt̪ukːumuːʋureɲd̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1705.wav,yrk
1224,1224,1706,"Pyeңg-yudaңobthmǣaniqңobthmǣwipyeңg-yutamyuqwadaaqnaqtamǣyda,",pjeːŋgjuːrummoːt̪ːumenid͡ʒikumoːt̪umuːʋupjeːŋijut̪ːamiuːʋad̪anat̪amujd̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1706.wav,yrk
1225,1225,1707,tadtikaadurabida.,tedikaːɾhurebit̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1707.wav,yrk
1226,1226,1709,Tadawnyaandamaqniwqtikimi:,rawɲaːtɔmaːjnut͡ɕgɛɨ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1709.wav,yrk
1227,1227,1710,“Syancyokuniǣwakunilǣtambanqmanʹpoyorcʹandadmh.q,aukuɲisaɖukuɲʋeːt̪uban̪ammaɲuboːjoɾthaːt̪aːn,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1710.wav,yrk
1228,1228,1711,Pidapoyorcʹayaaniqǣwanyawaaniq.,paruboːjoːrt̪ihadːɲuhɛunaʋːaːɲi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1711.wav,yrk
1229,1229,1712,"Tikinyadaaniqtikimiwandakomdanǣdaaniqǣwakudasyancyokudamalhңam-yada,",kipːiɲaːt̪aaɲikiʋymwaːpukumt̪aneːt̪aɲihajuːkut̪açaːntukurumaːumamjit̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1712.wav,yrk
1230,1230,1713,takadңanihңobnyahmǣda.,tikadagaːnumoːbɲaameːd̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1713.wav,yrk
1231,1231,1715,Tamaqniwqtyukuǣwaǣwakunisyancyokunianyanaanasyad?,t̪amaːɲuːjkuhajuːhajukuɲiçad͡ʒukuɲenjanahanuçu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1715.wav,yrk
1232,1232,1716,maqniwqoqryeqyaqtosʹaniqoqryeqyaqңam-ydasʹ,maːjkoriːjat̪oːjʂaɲiʋorijakamjid̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1716.wav,yrk
1233,1233,1717,Tikioqryeqǣanyanaaya?,ikuorijenɲana,0.4193548387096773,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1717.wav,yrk
1234,1234,1718,Tikioqryeqǣrmaqniwqtakipidaramhmaniyer?,tkuʋorijarmaːntaːkuped̪aramijjer,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1718.wav,yrk
1235,1235,1720,Amaqniwqtikipǣdararanyanaaya?,maːɲimud͡ʑipupeʋirarɲanaj,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1720.wav,yrk
1236,1236,1721,Tikipǣdararmaqniwqǣǣhtuparadadasʹ.,ikːupued̪aɾaːɾmaːjnuhajn̪d̪upradaːda,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1721.wav,yrk
1237,1237,1722,Tikiǣǣhtuanyanaaya?,kikːaneːt̪uːʋiɲannanajje,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1722.wav,yrk
1238,1238,1723,ǣǣhsaryoabtadasʹ.,hajd̪aːruhat̪ːaːt̪aː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1723.wav,yrk
1239,1239,1724,Tikiǣǣhsaryoanyanaaya?,kikːun̪ent̪aruʋiɲamanajja,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1724.wav,yrk
1240,1240,1725,Yahңilhpodasʹ.,jaːnaːpuːta,0.5184331797235023,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1725.wav,yrk
